TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,PreviousTransactionDate,is_weekend,TransactionType,Location,Channel,CustomerOccupation,Target
3.44,78.0,107.99999999999999,1.0,7561.33,2023-01-19 17:24:30,2024-11-04 08:12:20,WeekDays,Debit,Fort Worth,ATM,Retired,1
211.36,21.0,235.0,1.0,694.03,2023-04-28 18:11:55,2024-11-04 08:08:00,WeekEnds,Credit,Fort Worth,Branch,Student,0
139.03,50.0,81.0,1.0,2276.57,2023-08-30 18:00:09,2024-11-04 08:11:29,WeekDays,Credit,Los Angeles,Online,Engineer,1
254.92,28.0,169.0,1.0,2791.12,2023-09-18 16:04:06,2024-11-04 08:07:18,WeekDays,Credit,San Antonio,ATM,Engineer,0
115.11,28.0,139.0,1.0,9808.97,2023-05-05 17:34:22,2024-11-04 08:10:18,WeekEnds,Debit,Albuquerque,Online,Engineer,0
171.11,57.0,171.0,1.0,6324.09,2023-05-15 16:52:24,2024-11-04 08:08:40,WeekDays,Debit,San Francisco,ATM,Retired,1
168.54,70.0,142.0,1.122664500406174,13406.0,2023-02-02 16:13:13,2024-11-04 08:08:14,WeekDays,Debit,Oklahoma City,ATM,Doctor,1
420.76,51.0,112.0,1.0,6581.55,2023-02-23 16:04:35,2024-11-04 08:08:38,WeekDays,Debit,Miami,Branch,Retired,1
408.46,64.0,28.0,1.0,3140.79,2023-03-01 16:17:46,2024-11-04 08:08:20,WeekDays,Debit,Raleigh,Branch,Retired,1
211.36,30.0,45.0,1.0,10357.26,2023-08-23 16:35:42,2024-11-04 08:09:09,WeekDays,Credit,Detroit,Online,Doctor,0
342.17,21.0,247.0,1.0,461.83,2023-12-14 16:09:42,2024-11-04 08:08:32,WeekDays,Credit,New York,Branch,Student,0
580.71,53.0,95.0,1.0,5670.0,2023-09-20 16:37:48,2024-11-04 08:10:54,WeekDays,Debit,Philadelphia,ATM,Engineer,1
821.54,79.0,36.0,1.0,4040.3199999999997,2023-08-22 18:11:16,2024-11-04 08:11:57,WeekDays,Credit,Atlanta,Branch,Retired,1
253.47,20.0,238.0,1.0,220.51,2023-06-14 17:07:08,2024-11-04 08:08:12,WeekDays,Debit,Atlanta,Branch,Student,0
22.81,62.0,75.0,1.0,3634.76,2023-05-29 17:53:03,2024-11-04 08:07:59,WeekDays,Debit,New York,Online,Retired,1
266.57,39.0,96.0,1.0,7180.48,2023-07-03 17:56:59,2024-11-04 08:07:10,WeekDays,Credit,Boston,Online,Engineer,0
374.61,75.0,37.0,1.0,1389.71,2023-08-29 18:30:36,2024-11-04 08:11:24,WeekDays,Credit,Mesa,Online,Retired,1
339.35,78.0,70.0,1.0,5002.7,2023-02-03 16:08:47,2024-11-04 08:08:17,WeekEnds,Credit,Boston,ATM,Retired,1
810.36,20.0,67.0,1.0,9239.12,2023-01-17 16:59:03,2024-11-04 08:07:19,WeekDays,Debit,Columbus,ATM,Student,0
9.83,24.0,86.0,1.0,666.42,2023-07-24 17:04:17,2024-11-04 08:09:03,WeekDays,Debit,Memphis,ATM,Student,0
135.57,51.0,116.00000000000001,1.0,11351.64,2023-06-14 17:17:34,2024-11-04 08:11:44,WeekDays,Credit,Boston,Branch,Doctor,1
340.05,43.0,37.0,1.0,7234.15,2023-10-27 17:26:53,2024-11-04 08:07:43,WeekEnds,Debit,Detroit,ATM,Engineer,0
283.45,27.0,127.0,1.0,2049.51,2023-10-17 17:24:47,2024-11-04 08:08:51,WeekDays,Debit,Colorado Springs,Branch,Engineer,0
100.99,68.0,114.0,1.0,8865.27,2023-05-29 16:20:29,2024-11-04 08:09:12,WeekDays,Debit,New York,ATM,Doctor,1
90.88,18.0,176.0,1.0,3908.4700000000003,2023-02-20 16:48:49,2024-11-04 08:07:13,WeekDays,Debit,Albuquerque,Branch,Student,1
655.15,26.0,264.0,1.0,5587.44,2023-01-02 16:22:54,2024-11-04 08:07:15,WeekDays,Debit,Seattle,ATM,Engineer,0
320.55,50.0,118.0,1.0,438.75,2023-05-01 17:11:47,2024-11-04 08:08:14,WeekDays,Debit,Milwaukee,Online,Engineer,1
41.51,28.0,48.0,1.0,609.5999999999999,2023-10-04 16:47:33,2024-11-04 08:11:54,WeekDays,Debit,Phoenix,Online,Student,0
71.53,68.0,39.0,1.0,2393.73,2023-10-30 16:49:25,2024-11-04 08:12:00,WeekDays,Credit,Jacksonville,Branch,Retired,1
467.13,54.0,45.0,1.0,3914.84,2023-09-28 17:18:26,2024-11-04 08:06:58,WeekDays,Credit,Kansas City,Branch,Retired,1
235.4,28.0,70.0,1.0,818.3599999999999,2023-09-26 17:02:25,2024-11-04 08:10:13,WeekDays,Debit,Detroit,Branch,Student,0
159.32,18.0,100.00000000000001,1.0,304.44,2023-01-16 18:57:13,2024-11-04 08:10:32,WeekDays,Debit,Seattle,Branch,Student,1
50.83,30.0,48.0,1.0,9553.42,2023-12-18 16:06:14,2024-11-04 08:10:06,WeekDays,Credit,Philadelphia,Online,Doctor,0
56.89,59.0,56.0,1.0,3034.67,2023-02-03 18:03:56,2024-11-04 08:09:52,WeekEnds,Credit,Houston,Branch,Engineer,1
20.22,43.0,138.0,1.0,5515.32,2023-03-10 18:26:19,2024-11-04 08:06:32,WeekEnds,Debit,Jacksonville,ATM,Engineer,0
50.4,36.0,84.00000000000001,1.0,1677.01,2023-03-27 17:02:44,2024-11-04 08:07:17,WeekDays,Debit,San Antonio,Branch,Doctor,0
73.88,53.0,131.0,1.0,4055.55,2023-05-08 17:42:36,2024-11-04 08:08:11,WeekDays,Debit,Los Angeles,Branch,Retired,1
119.61,33.0,53.00000000000001,1.0,9899.94,2023-03-14 16:21:01,2024-11-04 08:07:28,WeekDays,Debit,San Diego,ATM,Doctor,0
211.36,18.0,129.0,1.0,756.74,2023-11-21 16:26:41,2024-11-04 08:11:48,WeekDays,Debit,Miami,Branch,Student,1
116.58,43.0,247.0,1.0,2620.74,2023-08-31 16:38:18,2024-11-04 08:06:50,WeekDays,Debit,Raleigh,Branch,Engineer,0
211.36,30.0,161.0,1.0,11090.24,2023-06-27 17:48:25,2024-11-04 08:10:27,WeekDays,Debit,Portland,ATM,Doctor,0
391.96,64.0,79.0,1.0,2174.16,2023-06-19 16:21:58,2024-11-04 08:06:47,WeekDays,Debit,Albuquerque,ATM,Retired,1
156.26,46.0,160.0,1.0,7854.100000000001,2023-01-02 17:49:44,2024-11-04 08:09:29,WeekDays,Credit,Virginia Beach,Branch,Engineer,0
427.0,49.0,163.0,1.0,8253.65,2023-07-31 17:04:29,2024-11-04 08:07:30,WeekDays,Credit,Oklahoma City,Branch,Engineer,0
443.68,18.0,137.0,1.0,874.1499999999999,2023-04-25 18:58:32,2024-11-04 08:10:26,WeekDays,Debit,Tucson,ATM,Student,1
101.76,31.0,26.0,1.0,6043.25,2023-02-20 17:27:24,2024-11-04 08:11:08,WeekDays,Credit,Philadelphia,ATM,Doctor,0
67.57,37.0,107.0,1.0,2766.12,2023-08-17 16:44:38,2024-11-04 08:11:15,WeekDays,Debit,Charlotte,Branch,Engineer,0
326.29,56.0,179.0,1.0,8171.259999999999,2023-12-06 17:10:35,2024-11-04 08:10:44,WeekDays,Debit,Denver,Online,Engineer,1
158.56,33.0,100.00000000000001,1.0,5401.21,2023-02-28 17:28:13,2024-11-04 08:10:48,WeekDays,Debit,Sacramento,ATM,Doctor,0
56.02,27.0,142.0,1.0,3548.02,2023-06-19 17:50:29,2024-11-04 08:07:58,WeekDays,Debit,Memphis,Online,Student,0
288.28,27.0,36.0,1.0,160.83,2023-01-17 17:11:24,2024-11-04 08:06:33,WeekDays,Credit,Portland,Online,Student,0
245.67,24.0,107.0,1.0,752.2499999999999,2023-01-02 18:35:07,2024-11-04 08:07:45,WeekDays,Credit,Portland,Branch,Student,0
152.18,39.0,176.0,1.122664500406174,2459.84,2023-08-07 16:57:22,2024-11-04 08:10:50,WeekDays,Credit,Los Angeles,Online,Engineer,0
114.35,41.0,21.000000000000004,1.0,469.12,2023-11-27 16:16:19,2024-11-04 08:10:13,WeekDays,Credit,El Paso,Branch,Engineer,0
504.63000000000005,60.0,168.00000000000003,1.0,3806.16,2023-11-13 17:07:10,2024-11-04 08:07:50,WeekDays,Debit,Portland,Online,Engineer,1
126.22,46.0,77.0,1.122664500406174,6133.41,2023-05-04 16:25:15,2024-11-04 08:07:41,WeekDays,Debit,Atlanta,ATM,Engineer,0
820.15,47.0,181.0,1.0,8802.97,2023-12-18 16:33:01,2024-11-04 08:10:34,WeekDays,Debit,Kansas City,Branch,Doctor,0
211.36,68.0,127.0,1.0,14881.77,2023-03-31 16:52:35,2024-11-04 08:09:09,WeekEnds,Credit,Houston,Online,Doctor,1
8.37,63.0,135.0,1.0,1106.34,2023-01-12 16:21:27,2024-11-04 08:11:23,WeekDays,Debit,Colorado Springs,ATM,Retired,1
197.49,53.0,30.0,1.0,5005.33,2023-07-03 16:36:45,2024-11-04 08:06:40,WeekDays,Credit,Fresno,Online,Retired,1
637.97,58.0,90.0,1.0,7949.03,2023-10-23 17:17:18,2024-11-04 08:07:56,WeekDays,Debit,New York,Branch,Retired,1
13.52,26.0,65.0,1.0,259.77,2023-05-15 16:51:28,2024-11-04 08:06:30,WeekDays,Debit,Seattle,ATM,Student,0
432.1,49.0,240.0,1.0,2114.3,2023-03-20 16:28:17,2024-11-04 08:10:16,WeekDays,Debit,San Francisco,ATM,Engineer,0
375.17,51.0,66.0,1.122664500406174,5495.3,2023-06-08 17:20:53,2024-11-04 08:11:26,WeekDays,Debit,Fort Worth,ATM,Engineer,1
642.68,50.0,94.0,1.0,8461.46,2023-02-17 16:57:11,2024-11-04 08:08:38,WeekEnds,Debit,Fresno,Branch,Doctor,1
78.44,52.0,292.0,1.0,6870.84,2023-11-21 17:25:30,2024-11-04 08:10:39,WeekDays,Credit,San Jose,Online,Retired,1
139.72,49.0,201.0,1.0,5058.83,2023-01-16 17:53:00,2024-11-04 08:08:24,WeekDays,Debit,Memphis,Branch,Engineer,0
499.99,31.0,296.0,1.0,8885.0,2023-08-02 16:01:17,2024-11-04 08:09:05,WeekDays,Debit,San Jose,Branch,Engineer,0
10.07,24.0,49.0,1.0,530.81,2023-01-17 16:47:41,2024-11-04 08:08:57,WeekDays,Debit,Albuquerque,Online,Student,0
120.61999999999999,23.0,85.0,1.0,9379.53,2023-02-27 16:37:11,2024-11-04 08:06:39,WeekDays,Debit,Raleigh,ATM,Student,0
578.49,59.0,180.0,1.0,6475.13,2023-10-16 17:46:51,2024-11-04 08:06:50,WeekDays,Debit,Nashville,Branch,Retired,1
119.3,34.0,22.0,1.122664500406174,319.04,2023-08-28 16:08:54,2024-11-04 08:08:55,WeekDays,Debit,Mesa,Branch,Engineer,0
280.92,41.0,168.00000000000003,1.0,5298.85,2024-01-01 18:21:50,2024-11-04 08:06:41,WeekDays,Debit,Phoenix,Online,Doctor,0
42.42,21.0,102.0,1.0,490.57,2023-06-01 17:19:57,2024-11-04 08:09:11,WeekDays,Debit,Sacramento,Online,Student,0
77.03,67.0,259.0,1.0,11310.27,2023-06-19 16:57:53,2024-11-04 08:08:06,WeekDays,Debit,Fresno,ATM,Doctor,1
22.59,62.0,45.0,1.0,3988.75,2023-03-27 16:12:36,2024-11-04 08:08:22,WeekDays,Debit,Seattle,ATM,Retired,1
568.76,51.0,155.0,1.0,7484.319999999999,2023-10-09 16:48:50,2024-11-04 08:12:09,WeekDays,Debit,Baltimore,ATM,Retired,1
25.94,58.0,211.0,1.122664500406174,4815.11,2023-10-16 18:53:31,2024-11-04 08:06:38,WeekDays,Credit,San Jose,Online,Retired,1
105.94,51.0,207.0,1.0,5963.1,2023-08-07 16:02:55,2024-11-04 08:09:59,WeekDays,Debit,Oklahoma City,Branch,Engineer,1
733.29,52.0,94.0,1.122664500406174,10427.0,2023-03-15 18:42:16,2024-11-04 08:07:12,WeekDays,Debit,Virginia Beach,ATM,Doctor,1
350.15,21.0,195.0,1.0,296.47,2023-11-27 16:18:25,2024-11-04 08:08:37,WeekDays,Credit,Fresno,ATM,Student,0
211.36,65.0,105.0,1.0,1100.06,2023-08-25 17:26:27,2024-11-04 08:07:02,WeekEnds,Debit,Kansas City,ATM,Doctor,1
183.67,19.0,238.0,1.0,910.26,2023-06-26 16:11:29,2024-11-04 08:11:05,WeekDays,Debit,San Diego,Online,Student,1
278.27,29.0,123.0,1.0,6684.34,2023-04-10 16:47:55,2024-11-04 08:09:58,WeekDays,Debit,Tucson,Branch,Doctor,0
470.3,40.0,88.0,1.0,8524.09,2023-09-12 18:46:45,2024-11-04 08:08:00,WeekDays,Debit,Austin,ATM,Doctor,0
261.69,53.0,84.00000000000001,1.0,5126.65,2023-11-27 17:29:25,2024-11-04 08:09:09,WeekDays,Debit,Philadelphia,ATM,Retired,1
365.04,22.0,94.0,1.0,873.8899999999999,2023-03-06 16:29:57,2024-11-04 08:12:08,WeekDays,Debit,Virginia Beach,Branch,Student,0
211.1,57.0,136.0,1.0,7059.77,2023-09-14 16:58:48,2024-11-04 08:07:01,WeekDays,Debit,Miami,Branch,Retired,1
21.49,58.0,240.0,1.0,11991.24,2023-05-04 16:51:17,2024-11-04 08:08:08,WeekDays,Debit,Denver,ATM,Doctor,1
63.58,18.0,199.0,1.0,8086.040000000001,2023-09-11 17:43:14,2024-11-04 08:11:56,WeekDays,Debit,Columbus,ATM,Student,1
321.86,63.0,167.0,1.0,12626.49,2023-07-24 16:25:51,2024-11-04 08:06:35,WeekDays,Debit,San Antonio,ATM,Doctor,1
12.11,75.0,127.0,1.0,1730.28,2023-12-12 16:17:27,2024-11-04 08:07:10,WeekDays,Debit,Jacksonville,ATM,Retired,1
642.54,44.0,28.0,1.0,3143.17,2023-05-10 18:49:20,2024-11-04 08:10:37,WeekDays,Debit,Milwaukee,Branch,Engineer,0
210.45,27.0,146.0,1.0,1242.49,2023-12-11 16:47:05,2024-11-04 08:06:24,WeekDays,Debit,Las Vegas,ATM,Student,0
313.65,55.0,173.0,1.0,1886.36,2023-01-30 16:08:07,2024-11-04 08:10:49,WeekDays,Credit,Chicago,Branch,Retired,1
99.76,26.0,131.0,1.0,416.89,2023-08-07 16:21:37,2024-11-04 08:06:26,WeekDays,Debit,Sacramento,Branch,Student,0
115.32,53.0,113.0,1.0,5929.08,2023-07-25 17:24:07,2024-11-04 08:08:36,WeekDays,Debit,Denver,Branch,Retired,1
33.61,23.0,72.0,1.0,479.08,2023-08-21 17:25:00,2024-11-04 08:08:40,WeekDays,Debit,Milwaukee,Online,Student,0
498.59,33.0,32.0,1.0,5862.99,2023-01-30 16:20:26,2024-11-04 08:06:58,WeekDays,Credit,Oklahoma City,Online,Doctor,0
98.81,27.0,91.0,1.0,797.1,2023-09-04 16:48:13,2024-11-04 08:08:11,WeekDays,Debit,San Francisco,Branch,Student,0
1.8700000000000003,65.0,147.0,1.0,7287.94,2023-10-20 18:34:41,2024-11-04 08:09:48,WeekEnds,Debit,Washington,ATM,Retired,1
78.92,59.0,95.0,1.0,5624.86,2023-06-15 18:57:42,2024-11-04 08:08:28,WeekDays,Credit,Jacksonville,Online,Engineer,1
194.29,39.0,10.0,1.0,2988.41,2023-01-23 16:05:42,2024-11-04 08:08:57,WeekDays,Credit,Seattle,Branch,Engineer,0
105.53,24.0,88.0,1.0,1433.66,2023-06-16 16:36:20,2024-11-04 08:10:14,WeekEnds,Debit,Colorado Springs,Online,Student,0
737.34,30.0,34.0,1.0,7336.56,2023-03-20 17:45:22,2024-11-04 08:08:06,WeekDays,Debit,Miami,Online,Doctor,0
237.86,18.0,210.0,1.0,475.62999999999994,2023-02-06 17:48:39,2024-11-04 08:10:20,WeekDays,Debit,Philadelphia,ATM,Student,1
409.61,65.0,89.0,1.0,11698.15,2023-07-26 16:05:48,2024-11-04 08:10:16,WeekDays,Debit,Kansas City,Branch,Doctor,1
75.53,21.0,157.0,1.0,1034.35,2023-08-21 17:36:05,2024-11-04 08:07:11,WeekDays,Credit,Fresno,Online,Student,0
72.75,64.0,15.0,1.0,12042.79,2023-05-01 16:30:03,2024-11-04 08:07:19,WeekDays,Debit,Phoenix,ATM,Doctor,1
39.11,26.0,143.0,1.0,518.54,2023-09-01 18:05:37,2024-11-04 08:08:27,WeekEnds,Debit,Columbus,Online,Student,0
211.36,23.0,139.0,1.0,1258.93,2023-03-06 16:33:43,2024-11-04 08:11:14,WeekDays,Debit,San Francisco,ATM,Student,0
729.38,68.0,90.0,1.0,9127.65,2023-11-14 17:23:43,2024-11-04 08:08:16,WeekDays,Debit,Los Angeles,ATM,Doctor,1
137.49,34.0,50.00000000000001,1.0,4471.05,2023-07-26 16:54:08,2024-11-04 08:07:04,WeekDays,Debit,Fort Worth,ATM,Engineer,0
504.71,29.0,61.00000000000001,1.0,6214.54,2023-04-10 18:27:51,2024-11-04 08:08:37,WeekDays,Debit,Detroit,Online,Engineer,0
371.47,24.0,58.00000000000001,1.0,1187.04,2023-05-30 16:15:10,2024-11-04 08:07:09,WeekDays,Credit,Milwaukee,Branch,Student,0
430.35,36.0,205.0,1.0,354.9,2023-02-20 17:23:03,2024-11-04 08:10:51,WeekDays,Debit,Charlotte,Online,Doctor,0
230.32,35.0,56.0,1.0,791.46,2023-05-15 18:15:33,2024-11-04 08:08:34,WeekDays,Debit,Las Vegas,Branch,Engineer,0
121.71,52.0,140.0,1.0,5878.89,2023-09-05 17:02:23,2024-11-04 08:11:23,WeekDays,Debit,Chicago,ATM,Retired,1
98.87,20.0,179.0,1.0,533.2,2023-01-03 17:51:07,2024-11-04 08:06:58,WeekDays,Debit,Detroit,Online,Student,0
117.55,24.0,35.0,1.0,897.94,2023-05-19 16:35:07,2024-11-04 08:11:13,WeekEnds,Debit,Fresno,ATM,Student,0
244.64,30.0,103.0,1.0,9159.56,2023-02-21 18:41:39,2024-11-04 08:06:53,WeekDays,Debit,Tucson,Branch,Doctor,0
321.93,45.0,12.0,1.0,4392.73,2023-12-04 18:27:11,2024-11-04 08:07:51,WeekDays,Debit,Nashville,ATM,Engineer,0
211.36,58.0,11.0,1.0,1390.98,2023-01-23 17:24:29,2024-11-04 08:07:50,WeekDays,Debit,Columbus,Branch,Retired,1
346.65,30.0,60.00000000000001,1.0,6356.96,2024-01-01 16:17:13,2024-11-04 08:06:58,WeekDays,Debit,Washington,Online,Engineer,0
388.65,76.0,43.0,1.0,7896.850000000001,2023-02-21 16:02:33,2024-11-04 08:08:15,WeekDays,Debit,Oklahoma City,ATM,Retired,1
29.22,24.0,151.0,1.0,1649.43,2023-07-06 18:16:05,2024-11-04 08:09:03,WeekDays,Debit,San Antonio,ATM,Student,0
46.75,67.0,150.0,1.0,2840.43,2023-07-31 17:37:31,2024-11-04 08:09:20,WeekDays,Debit,Colorado Springs,Branch,Retired,1
348.64,57.0,128.0,1.0,3274.96,2023-06-09 17:12:09,2024-11-04 08:11:22,WeekEnds,Debit,San Jose,Online,Retired,1
319.17,73.0,81.0,1.0,6501.56,2023-01-11 16:58:02,2024-11-04 08:08:49,WeekDays,Debit,Tucson,Online,Retired,1
73.95,26.0,75.99999999999999,1.0,363.92,2023-11-03 16:39:45,2024-11-04 08:07:22,WeekEnds,Debit,Kansas City,ATM,Student,0
389.63,27.0,99.0,1.0,9748.48,2023-02-16 16:20:06,2024-11-04 08:08:55,WeekDays,Debit,Mesa,Online,Engineer,0
217.61,19.0,45.0,1.0,1404.53,2023-03-16 17:36:31,2024-11-04 08:10:08,WeekDays,Debit,Chicago,ATM,Student,1
199.84,21.0,150.0,1.0,706.44,2023-01-16 16:01:34,2024-11-04 08:09:14,WeekDays,Debit,Dallas,ATM,Student,0
56.35,44.0,75.0,1.0,5095.73,2023-02-09 16:09:00,2024-11-04 08:07:36,WeekDays,Debit,Charlotte,ATM,Doctor,0
248.95000000000002,65.0,29.000000000000004,1.0,3059.79,2023-06-16 16:19:35,2024-11-04 08:09:32,WeekEnds,Credit,San Francisco,Branch,Retired,1
142.58,33.0,145.0,1.0,7844.23,2023-06-19 16:20:51,2024-11-04 08:06:46,WeekDays,Debit,San Antonio,ATM,Engineer,0
84.34,58.0,247.99999999999997,1.122664500406174,5313.97,2023-06-08 16:27:56,2024-11-04 08:09:31,WeekDays,Debit,Memphis,Online,Retired,1
211.36,31.0,156.0,1.0,6227.99,2023-09-07 16:27:03,2024-11-04 08:07:33,WeekDays,Debit,Phoenix,ATM,Engineer,0
333.78,60.0,98.0,1.0,6810.94,2023-11-30 17:53:48,2024-11-04 08:07:50,WeekDays,Debit,San Diego,ATM,Retired,1
332.59,55.0,143.0,1.0,1457.07,2023-07-13 17:50:13,2024-11-04 08:09:05,WeekDays,Debit,San Antonio,Online,Retired,1
236.81,22.0,15.0,1.0,813.68,2023-10-26 16:59:55,2024-11-04 08:07:18,WeekDays,Debit,Oklahoma City,Branch,Student,0
417.8,27.0,130.0,1.0,1518.82,2023-06-26 16:21:14,2024-11-04 08:09:17,WeekDays,Credit,Philadelphia,Branch,Student,0
319.27,50.0,150.0,1.0,10269.78,2023-08-07 16:54:58,2024-11-04 08:12:18,WeekDays,Debit,San Antonio,ATM,Doctor,1
820.62,61.0,158.0,1.0,6024.8,2023-03-03 17:18:59,2024-11-04 08:07:28,WeekEnds,Credit,Fresno,Branch,Doctor,1
474.77,56.0,50.00000000000001,1.0,2158.59,2023-12-25 16:28:20,2024-11-04 08:08:36,WeekDays,Credit,Indianapolis,Online,Engineer,1
542.72,43.0,91.99999999999999,1.0,6011.8,2023-09-04 18:37:57,2024-11-04 08:08:53,WeekDays,Credit,Indianapolis,Branch,Doctor,0
79.8,73.0,75.99999999999999,1.0,6372.58,2023-12-22 17:17:34,2024-11-04 08:06:48,WeekEnds,Debit,Fort Worth,ATM,Retired,1
46.24,57.0,52.00000000000001,1.0,2569.56,2023-03-13 16:05:46,2024-11-04 08:07:24,WeekDays,Debit,San Diego,Branch,Engineer,1
327.8,61.0,53.99999999999999,1.0,10585.48,2023-11-23 17:44:29,2024-11-04 08:09:18,WeekDays,Debit,San Francisco,ATM,Doctor,1
445.79,52.0,161.0,1.0,717.9899999999999,2023-07-07 17:19:39,2024-11-04 08:12:05,WeekEnds,Debit,Las Vegas,ATM,Doctor,1
55.89,72.0,150.0,1.0,3689.65,2023-08-17 16:54:30,2024-11-04 08:11:33,WeekDays,Debit,Fresno,Online,Retired,1
158.41,28.0,16.0,1.0,1512.16,2023-02-09 16:28:58,2024-11-04 08:10:03,WeekDays,Debit,Sacramento,Branch,Student,0
101.19,64.0,75.0,1.0,14389.45,2023-11-29 18:38:41,2024-11-04 08:09:44,WeekDays,Credit,Denver,Online,Doctor,1
827.14,36.0,265.0,1.122664500406174,9800.21,2023-01-17 17:25:13,2024-11-04 08:08:14,WeekDays,Debit,El Paso,Branch,Engineer,0
61.970000000000006,74.0,95.0,1.0,7014.69,2023-05-22 18:45:23,2024-11-04 08:10:47,WeekDays,Debit,Phoenix,ATM,Retired,1
27.21,79.0,102.0,1.0,3520.61,2023-06-14 16:34:54,2024-11-04 08:06:49,WeekDays,Debit,San Jose,ATM,Retired,1
173.74,80.0,64.0,1.0,4913.42,2023-09-08 17:48:22,2024-11-04 08:11:52,WeekEnds,Debit,Houston,Online,Retired,1
176.11,38.0,105.0,1.0,9155.35,2023-08-10 16:48:55,2024-11-04 08:10:30,WeekDays,Debit,San Jose,Branch,Engineer,0
88.4,46.0,174.0,1.0,2567.53,2023-11-10 18:02:07,2024-11-04 08:09:41,WeekEnds,Debit,Fort Worth,Online,Engineer,0
567.92,53.0,14.0,1.0,3779.4699999999993,2023-06-20 16:27:07,2024-11-04 08:12:12,WeekDays,Debit,Columbus,Online,Retired,1
138.11,68.0,104.0,1.0,4177.65,2023-12-11 17:29:02,2024-11-04 08:07:04,WeekDays,Credit,Phoenix,Online,Retired,1
456.93,28.0,193.0,1.0,7284.76,2023-09-26 16:18:33,2024-11-04 08:09:29,WeekDays,Credit,Virginia Beach,Branch,Engineer,0
101.42,66.0,146.0,1.0,6530.59,2023-04-25 17:00:15,2024-11-04 08:12:22,WeekDays,Debit,Atlanta,Online,Retired,1
300.61,44.0,51.00000000000001,1.0,7895.540000000001,2023-05-01 17:21:46,2024-11-04 08:11:56,WeekDays,Debit,El Paso,Online,Doctor,0
265.94,54.0,132.0,1.0,6781.3,2023-06-05 16:11:07,2024-11-04 08:06:37,WeekDays,Debit,Boston,Online,Engineer,1
345.54,29.0,50.00000000000001,1.0,2091.78,2023-01-24 16:05:40,2024-11-04 08:11:09,WeekDays,Debit,San Diego,Online,Engineer,0
411.52,41.0,88.0,1.0,11108.39,2023-01-10 17:40:16,2024-11-04 08:09:13,WeekDays,Debit,Los Angeles,ATM,Doctor,0
111.21,35.0,111.0,1.0,9088.36,2023-08-21 18:36:41,2024-11-04 08:12:12,WeekDays,Debit,Portland,Branch,Doctor,0
316.37,53.0,86.0,1.0,4671.69,2023-08-28 17:34:17,2024-11-04 08:08:00,WeekDays,Debit,Colorado Springs,ATM,Engineer,1
260.63,37.0,142.0,1.0,7534.7300000000005,2023-12-20 18:58:27,2024-11-04 08:08:49,WeekDays,Debit,Fort Worth,Branch,Engineer,0
92.36,29.0,144.0,1.0,6353.14,2023-03-27 16:48:34,2024-11-04 08:07:55,WeekDays,Debit,Dallas,ATM,Engineer,0
262.06,63.0,118.0,1.0,13587.52,2023-09-11 16:09:15,2024-11-04 08:10:23,WeekDays,Debit,Oklahoma City,Branch,Doctor,1
64.5,74.0,230.0,1.0,1351.24,2023-08-17 18:32:19,2024-11-04 08:08:31,WeekDays,Debit,Denver,ATM,Retired,1
253.55,28.0,85.0,1.122664500406174,2797.26,2023-01-11 16:56:58,2024-11-04 08:09:12,WeekDays,Debit,Jacksonville,ATM,Engineer,0
211.36,21.0,125.0,1.122664500406174,1222.77,2023-03-15 16:33:09,2024-11-04 08:10:10,WeekDays,Credit,Nashville,Branch,Student,0
175.94,57.0,89.0,1.0,3728.0400000000004,2023-06-05 16:16:13,2024-11-04 08:07:11,WeekDays,Debit,Indianapolis,ATM,Retired,1
199.47,57.0,142.0,1.0,6067.44,2023-08-14 16:26:38,2024-11-04 08:07:22,WeekDays,Debit,Detroit,Online,Doctor,1
51.07,63.0,133.0,1.0,4292.16,2023-01-23 18:06:58,2024-11-04 08:12:12,WeekDays,Debit,Dallas,Branch,Retired,1
435.86,56.0,134.0,1.0,3801.8200000000006,2023-12-29 17:17:48,2024-11-04 08:09:18,WeekEnds,Debit,Jacksonville,ATM,Retired,1
74.73,64.0,162.0,1.0,6353.22,2023-01-30 17:17:38,2024-11-04 08:08:26,WeekDays,Credit,Jacksonville,Branch,Retired,1
182.79,23.0,14.0,1.0,1251.85,2023-10-25 16:21:15,2024-11-04 08:06:54,WeekDays,Credit,Louisville,Online,Student,0
628.36,44.0,107.99999999999999,1.0,11869.71,2023-01-20 16:09:37,2024-11-04 08:07:32,WeekEnds,Debit,Austin,Online,Doctor,0
268.39,29.0,177.0,1.0,9409.43,2023-02-21 18:13:02,2024-11-04 08:11:45,WeekDays,Debit,San Antonio,Online,Doctor,0
560.15,50.0,91.99999999999999,1.0,817.83,2023-08-14 18:01:36,2024-11-04 08:10:51,WeekDays,Credit,Memphis,Online,Engineer,1
351.99,80.0,45.0,1.122664500406174,3663.64,2023-06-12 16:58:04,2024-11-04 08:11:23,WeekDays,Debit,Chicago,ATM,Retired,1
132.36,28.0,160.0,1.0,319.65,2023-03-13 17:01:57,2024-11-04 08:10:05,WeekDays,Debit,Colorado Springs,Branch,Student,0
24.77,40.0,17.0,1.0,478.23,2023-11-01 16:55:58,2024-11-04 08:07:20,WeekDays,Credit,Nashville,Online,Engineer,0
668.67,44.0,143.0,1.122664500406174,13446.81,2023-11-07 17:38:05,2024-11-04 08:06:29,WeekDays,Debit,Detroit,Online,Doctor,0
